-니라,어미
-니만치,어미
-니만큼,어미
-니아,어미
-니야,어미
-니여,어미
-니오,어미
-니이껴,어미
-니이다,어미
-니잇가,어미
-니잇고,어미
-니다,어미
-니가,어미
-니고,어미
-닌댄,어미
-님,접사
-닛가,어미
-닝까,어미
-다,어미
-다,어미
-다,어미
-다-,어미
-다가,어미
-다가는,어미
-다가며,어미
-다가셔,어미
-다각,어미
-다간,어미
-다감,어미
-다고,어미
-다고,어미
-다고,
-다나,어미
-다네,어미
-다느냐,
-다느니,어미
-다는,
-다니,어미
-다니,어미
-다니,어미
-다니까,어미
-다니라,어미
-다더라,어미
-다라,어미
-다라,어미
-다라니,어미
-다랗다,접사
-다롸,어미
-다마는,어미
-다마다,어미
-다만,어미
-다며,어미
-다면,어미
-다면서,어미
-다문,어미
-다소니,어미
-다소라,어미
-다손,어미
-다스피,어미
-다시피,어미
-다오,어미
-다요,어미
-다우,어미
-다우,어미
-다이,접사
-다지,어미
-다,접사
-다니,어미
-다다,어미
-다다,어미
-다다,접사
-단,어미
-단,접사
-단,
-단,어미
-단다,어미
-단디면,어미
-단딘댄,어미
-달,
-담,어미
-담,접사
-답-,접사
-답니까,어미
-답니다,어미
-답다,접사
-답디까,
-답디다,
-답시고,어미
-닷,어미
-닷다,어미
-당,접사
-당께,어미
-당께로,어미
-당하다,접사
-닿다,접사
-대,어미
-대,접사
-대,접사
-대,접사
-대가리,접사
-대끼,어미
-대다,접사
-대도,
-대서,
-대서야,
-대야,
-대요,어미
-대이다,어미
-댁,접사
-댄다,어미
-댔자,
-댕이,접사
-더-,어미
-더가,어미
-더거,어미
-더구나,어미
-더구려,어미
-더구료,어미
-더구만,어미
-더구먼,어미
-더구면,어미
-더군,어미
-더냐,어미
-더냐고,
-더냬,
-더녀,어미
-더뇨,어미
-더니,어미
-더니,어미
-더니,어미
-더니라,어미
-더니마는,어미
-더니만,어미
-더니이까,어미
-더니이다,어미
-더니다,어미
-더니가,어미
-더니고,어미
-더든,어미
-더라,어미
-더라고,
-더라나,어미
-더라네,
-더라는,
-더라니,어미
-더라니,
-더라니까,어미
-더라도,어미
-더라며,어미
-더라면,어미
-더라면서,어미
-더라손,어미
-더라지,어미
-더람,어미
-더랍니까,
-더랍니다,
-더랍디까,
-더랍디다,
-더래,
-더래도,
-더래요,
-더만,어미
-더시-,어미
-더시니,어미
-더시니,어미
-더시니,어미
-더시니라,어미
-더시다,어미
-더시든,어미
-더시다,어미
-더신,어미
-더신가,어미
-더신고,어미
-더신,어미
-더이까,어미
-더이다,어미
-더이다,어미
-더다,어미
-던,어미
-던,어미
-던,어미
-던가,어미
-던감,어미
-던걸,어미
-던고,어미
-던다,어미
-던댄,어미
-던데,어미
-던덴,어미
-던들,어미
-던디,어미
-던바,어미
-던지,어미
-던,어미
-던,어미
-덜,접사
-덧,어미
-데,어미
-데기,접사
-데끼,어미
-데요,어미
-덴,어미
-뎌이고,어미
-도,접사
-도,접사
-도,접사
-도,접사
-도,어미
-도,어미
-도-,어미
-도고야,어미
-도괴야,어미
-도다,어미
-도록,어미
-도록,어미
-도록,접사
-도록애,어미
-도롬,어미
-도리,접사
-도소뇨,어미
-도소니,어미
-도소니,어미
-도소니야,어미
-도소다,어미
-도쇠,어미
-도쇠이다,어미
-도여,어미
-도이다,어미
-돗-,어미
-돗다,어미
-돗더-,어미
-동,접사
-동이,접사
-되,어미
-되다,접사
-되야,어미
-두,어미
-두구나,어미
-두나,어미
-두다,어미
-두락,어미
-두록,어미
-두마는,어미
-두셰라,어미
-둔,어미
-둥이,접사
-뒈,어미
-드-,어미
-드구나,어미
-드구료,어미
-드구면,어미
-드군,어미
-드냐,어미
-드니,어미
-드니라,어미
-드라,어미
-드라도,어미
-드라면,어미
-드래도,어미
-드랴,방언
-드룩,어미
-드리다,접사
-드시,어미
-드키,어미
-득기,어미
-든,어미
-든,어미
-든,어미
-든가,어미
-든가,어미
-든걸,어미
-든고,어미
-든데,어미
-든들,어미
-든지,어미
-든지,어미
-들,
-들,접사
-들,어미
-들이,접사
-듯,어미
-듯이,어미
-디,어미
-디,어미
-디,어미
-디,어미
-디,어미
-디,어미
-디,어미
-디기,접사
-디기,접사
-디다,어미
-디록,어미
-디마는,어미
-디만,어미
-디시,어미
-디옷,어미
-디외,어미
-디요,어미
-디웨,어미
-디위,어미
-디이,어미
-디,어미
-디,어미
-딕기,어미
-딱지,접사
-땀,접사
-때기,접사
-때기,접사
-떼까,어미
-뚱,접사
-뜨기,접사
-뜨리다,접사
-라,어미
-라,어미
-라,어미
-라,어미
-라,어미
-라고,어미
-라고,어미
-라고,
-라구,어미
-라구,어미
-라구,
-라나,어미
-라네,어미
-라느냐,
-라느니,어미
-라는,
-라니,어미
-라니,어미
-라니,어미
-라니까,어미
-라도,어미
-라라,어미
-라마,어미
-라며,어미
-라면,어미
-라면서,어미
-라서,어미
-라손,어미
-라스라,어미
-라야,어미
-라야만,어미
-라오,어미
-라우,어미
-라우요,어미
-라지,어미
-라타,어미
-라,접사
-라다,어미
-락,어미
-락,어미
-락,어미
-란,어미
-란,
-란다,어미
-란,어미
-랄,
-람,어미
-랍-,접사
-랍니까,어미
-랍니다,어미
-랍데,어미
-랍디까,
-랍디다,
-랍시고,어미
-랏다,어미
-랑,어미
-랑,어미
-랑근에,어미
-랑께,어미
-래,어미
-래도,
-래디,어미
-래문,어미
-래서,
-래서야,
-래야,
-래야만,어미
-래요,어미
-래이,어미
-랜,방언
-랬자,
-랴,어미
-랴,어미
-랴,어미
-랴르,어미
-랴마는,
-러,어미
-러-,어미
-러니,어미
-러니라,어미
-러니이까,어미
-러니이다,어미
-러니고,어미
-러든,어미
-러라,어미
-러라,어미
-러시니,어미
-러시니다,어미
-러시다,어미
-러시든,어미
-러시다,어미
-러이까,어미
-러이다,어미
-러다,어미
-런가,어미
-런가,어미
-런고,어미
-런들,어미
-레,어미
-레,어미
-레,어미
-려,어미
-려,어미
-려-,어미
-려거든,어미
-려고,어미
-려기에,
-려나,어미
-려네,
-려녀,어미
-려뇨,어미
-려느냐,
-려는,
-려는가,
-려는고,
-려는데,
-려는지,
-려니,어미
-려니,어미
-려니오,어미
-려니와,어미
-려니녀,어미
-려니,어미
-려닛,어미
-려다,
-려다,어미
-려다가,
-려더니,
-려더라,
-려던,
-려던가,
-려도,
-려든,어미
-려료,어미
-려마,어미
-려마,어미
-려면,어미
-려무나,어미
-려므나,어미
-려서는,
-려서야,
-려야,
-려오,
-려,어미
-력,접사
-력,접사
-련,어미
-련노라,어미
-련다,
-련뎌,어미
-련마는,어미
-련마,어미
-련마,어미
-련만,어미
-렴,어미
-렴으나,어미
-렴은,어미
-렵니까,어미
-렵니다,어미
-렷노라,어미
-렷다,어미
-령,접사
-령,접사
-령,접사
-례니라,어미
-롓다,어미
-로,접사
-로,접사
-로-,어미
-로고,어미
-로고나,어미
-로구나,어미
-로구려,어미
-로구료,어미
-로구만,어미
-로구먼,어미
-로구면,어미
-로군,어미
-로니,어미
-로다,어미
-로다,어미
-로다,어미
-로되,어미
-로라,어미
-로라,어미
-로라,어미
-로새라,어미
-로서니,어미
-로세,어미
-로소니,어미
-로소이다,어미
-로쇠,어미
-로외-,접사
-로,어미
-로,접사
-로-,접사
-로다,어미
-록,접사
-록,접사
-론,접사
-롭다,접사
-롯다,어미
-롯더라,어미
-롸,어미
-롸,어미
-뢰,어미
-료,접사
-료,어미
-루,접사
-류,접사
-류,접사
-류,어미
-률,접사
-률,접사
-르샷다,어미
-리,어미
-리,접사
-리,어미
-리,어미
-리-,어미
-리-,접사
-리까,어미
-리니,어미
-리니라,어미
-리다,어미
-리라,어미
-리라다,어미
-리랏,어미
-리랏다,어미
-리러니,어미
-리러니라,어미
-리러라,어미
-리러시다,어미
-리런댄,어미
-리로다,어미
-리로소냐,어미
-리로소녀,어미
-리로소니,어미
-리로소니여,어미
-리로소다,어미
-리로손여,어미
-리로,어미
-리로다,어미
-리만치,어미
-리만큼,어미
-리며,어미
-리샤다,어미
-리아,어미
-리야,어미
-리어늘,어미
-리어니,어미
-리어니와,어미
-리어니,어미
-리어다,어미
-리어며,어미
-리어,어미
-리언마,어미
-리여,어미
-리오,어미
-리오마,어미
-리오마,어미
-리온,어미
-리요마,어미
-리우-,접사
-리이다,어미
-리잇가,어미
-리잇고,어미
-리다,어미
-리가,어미
-리고,어미
-린,어미
-린댄,어미
-린뎌,어미
-릴,어미
-릴,어미
-림,접사
-링다,어미
-링이다,어미
-링잇가,어미
-마,어미
-마,조사
-마,접사
-마고,
-마르는,어미
-막,접사
-만,어미
-맞다,접사
-맞이,접사
-맡,접사
-매,어미
-매,접사
-매,어미
-매,어미
-맨,어미
-맨,어미
-먀,어미
-머리,접사
-멍,어미
-메,접사
-메서란,어미
-메선,어미
-멘,어미
-며,어미
-며셔,어미
-며,어미
-면,어미
-면서,어미
-면셔,어미
-명셔,어미
-모,어미
-모,접사
-모로,어미
-몬,어미
-무,어미
-문,어미
-문,접사
-물,접사
-므는,어미
-므로,어미
-믄,어미
-믄서,어미
-미,접사
-민,어미
-민,접사
-바가지,접사
-박이,접사
-받다,접사
-발,접사
-발,접사
-방,접사
-방서,접사
-방이,접사
-배,접사
-배기,접사
-백,접사
-뱅이,접사
-버릇,접사
-범,접사
-법,접사
-별,접사
-보,접사
-보,접사
-보,접사
-복,접사
-본,접사
-부,접사
-부,접사
-분,접사
-분,접사
-분지,접사
-붙이,접사
-브티,접사
-비,접사
-빼기,접사
-뻘,접사
-사,어미
-사,접사
-사,접사
-사,접사
-사,접사
-사,접사
-사,접사
-사,접사
-사,접사
-사,어미
-사오-,어미
-사오니까,어미
-사오리까,어미
-사오리다,어미
-사오리이까,어미
-사오리이다,어미
-사오이다,어미
-사옵-,어미
-사옵나이까,어미
-사옵나이다,어미
-사옵니까,어미
-사옵니다,어미
-사옵디까,어미
-사옵디다,어미
-사옵시-,어미
-사와,어미
-사외다,어미
-사이다,어미
-사주,어미
-사다,어미
-산,접사
-살가,어미
-살이,접사
-삽-,어미
-상,접사
-상,접사
-상,접사
-상이다,어미
-새,접사
-새,어미
-새,어미
-새근여,어미
-새다,어미
-새이다,어미
-새다,어미
-생,접사
-생,접사
-샤,어미
-샤-,어미
-샤나,어미
-샤도,어미
-샤리라,어미
-샤,어미
-샤,어미
-샤,어미
-샤다,어미
-샤다,어미
-샤,어미
-샨,어미
-샨,어미
-샨다,어미
-샨디라,어미
-샨,어미
-샬,어미
-샬뎬,어미
-샬딘댄,어미
-샬뗸,어미
-샴,어미
-샷다,어미
-석,접사
-선,접사
-선,접사
-선,접사
-선,접사
-설,접사
-성,접사
-성,접사
-세,어미
-세나,어미
-세요,어미
-센,방언
-셔,어미
-셔뇨,어미
-셔요,어미
-셔,어미
-션,어미
-션디,어미
-셰,어미
-셰라,어미
-셰야,어미
-소,어미
-소,접사
-소니,어미
-소니까,어미
-소다,어미
-소라,어미
-소서,어미
-소야,어미
-소오-,어미
-소오리까,어미
-소옵니까,어미
-소와요,어미
-소웨,어미
-소이,접사
-소이까,어미
-소이다,어미
-소다,어미
-손,접사
-손뎌,어미
-솝-,어미
-송와,어미
-쇠다,어미
-쇼셔,어미
-쇼,어미
-수,접사
-수,접사
-수다,어미
-수다레,어미
-수와,어미
-순,접사
-순,접사
-술,접사
-쉐,어미
-슈,어미
-슈셔,어미
-스러-,접사
-스럽다,접사
-스레하다,접사
-스름하다,접사
-슨다,어미
-슴,어미
-슴두,어미
-슴둥,어미
-슴메,어미
-습꾸마,어미
-습꿔니,어미
-습나,어미
-습네,어미
-습네,어미
-습네다,어미
-습네다레,어미
-습늰다,어미
-습니,어미
-습니까,어미
-습니다,어미
-습닌다,어미
-습데,어미
-습데게레,어미
-습동와,어미
-습디까,어미
-습디다,어미
-습디다레,어미
-습디여,어미
-습딘다,어미
-습마,어미
-습머니,어미
-습머이,어미
-습메게레,어미
-습메다,어미
-습메다레,어미
-습무다,어미
-습무다레,어미
-습세,어미
-습세다,어미
-습죠,어미
-습지요,어미
-시,어미
-시,어미
-시,접사
-시,어미
-시,접사
-시-,어미
-시거시니,어미
-시게소,어미
-시겨,어미
-시곤대,어미
-시과뎌,어미
-시노소다,어미
-시논,어미
-시놋다,어미
-시니다,어미
-시다,어미
-시다,접사
-시다다,어미
-시단,어미
-시단딘댄,어미
-시덩이다,어미
-시도소다,어미
-시라,어미
-시라요,어미
-시려뇨,어미
-시련마,어미
-시리,어미
-시리라다,어미
-시리러뇨,어미
-시리러라,어미
-시리여,어미
-시리오,어미
-시릴,어미
-시소,어미
-시압,어미
-시어요,어미
-시이소,어미
-시키다,접사
-시뇨,어미
-시니,어미
-시니시니라,어미
-시니고,어미
-시다,어미
-시잇고,어미
-시가,어미
-시고,어미
-시다,어미
-식,접사
-식,접사
-신대,어미
-실,접사
-실,접사
-실가,어미
-실고,어미
-실,어미
-심,접사
-심니껴,어미
-심더,어미
-십니꺼,어미
-십사,어미
-십시다,어미
-십시오,어미
-싸다,접사
-썩,접사
-씨,접사
-씨,접사
-씩,접사
-아,어미
-아,접사
-아,어미
-아-,어미
-아뇨,어미
-아늘,어미
-아니,어미
-아니와,어미
-아니와,어미
-아다,어미
-아다,어미
-아다가,어미
-아도,어미
-아든,어미
-아디라,어미
-아따,어미
-아라,어미
-아라,어미
-아라,어미
-아라,어미
-아라우,어미
-아리아,어미
-아리여,어미
-아리가,어미
-아마,어미
-아서,어미
-아셔,어미
-아숌,어미
-아스라,어미
-아시나,어미
-아시뇨,어미
-아시니,어미
-아시든,어미
-아시라,어미
-아시리오,어미
-아시며,어미
-아시,어미
-아신,어미
-아실,어미
-아쎠,어미
-아야,어미
-아야만,어미
-아야지,어미
-아야지,어미
-아요,어미
-아웃,접사
-아져,어미
-아지라,어미
-아지이다,어미
-아지다,어미
-아치,접사
-아치,접사
-아,어미
-아,어미
-아,어미
-아,어미
-아,어미
-아다,어미
-아라,어미
-아,어미
-아다,어미
-악,어미
-안,어미
-안,어미
-안,접사
-안,어미
-안,어미
-안게,어미
-안다,어미
-안마,어미
-안마,어미
-안에,어미
-암,접사
-암,접사
-암직,어미
-앗-,어미
-앗거든,어미
-앗건마,어미
-앗다가,어미
-앗니,어미
-앗이다,어미
-앗,어미
-앗다,어미
-았-,어미
-았었-,어미
-았자,어미
-앙,어미
-앙근,어미
-앙근에,어미
-앙이다,어미
-애,접사
-애,접사
-애,접사
-애-,접사
-애라,어미
-애다,어미
-액,접사
-앳-,어미
-앳거니와,어미
-앳거든,어미
-앳고,어미
-앳다가,어미
-앳다니라,어미
-앳더니,어미
-앳더시니,어미
-앳도다,어미
-앳니,어미
-앳니오,어미
-앳다,어미
-야,어미
-야,어미
-야,어미
-야-,어미
-야괴야,어미
-야뇨,어미
-야니,어미
-야니오,어미
-야니와,어미
-야다,어미
-야도,어미
-야두,어미
-야든,어미
-야려,어미
-야리아,어미
-야리여,어미
-야마,어미
-야만,어미
-야사,어미
-야사만,어미
-야셔,어미
-야쇼라,어미
-야쇼,어미
-야시-,어미
-야시뇨,어미
-야시늘,어미
-야시니,어미
-야시니와,어미
-야시라,어미
-야시란,어미
-야시면,어미
-야시,어미
-야시,어미
-야시다,어미
-야신마,어미
-야실,어미
-야야,어미
-야지,어미
-야지라,어미
-야지다,어미
-야,어미
-야,어미
-야,어미
-야라,어미
-야,어미
-야다,어미
-약,어미
-얀,어미
-얀-,어미
-얀마,어미
-얀지,어미
-얀니,어미
-얌즉,어미
-얌직,어미
-얏-,어미
-양,접사
-양,접사
-얘,어미
-얘-,어미
-얫-,어미
-어,어미
-어,접사
-어-,어미
-어-,어미
-어고,어미
-어귀,접사
-어근,어미
-어근에,어미
-어네,어미
-어뇨,어미
-어늘,어미
-어늘,어미
-어니,어미
-어니,어미
-어니와,어미
-어니와,어미
-어니,어미
-어다,어미
-어다가,어미
-어도,어미
-어드란,어미
-어든,어미
-어든,어미
-어라,어미
-어라,어미
-어라우,어미
-어를,어미
-어리,접사
-어리,접사
-어리마,어미
-어리아,어미
-어리여,어미
-어마,어미
-어며,어미
-어사,어미
-어사,어미
-어서,어미
-어셔,어미
-어셔도,어미
-어셰라,어미
-어쇼,어미
-어숌,어미
-어슈라,어미
-어슘,어미
-어스라,어미
-어시니,어미
-어시니,어미
-어시요,어미
-어시,어미
-어시,어미
-어시,어미
-어신,어미
-어신,어미
-어야,어미
-어야만,어미
-어야지,어미
-어야지,어미
-어요,어미
-어유,어미
-어이니,어미
-어지이다,어미
-어치,접사
-어,어미
-어,어미
-어,어미
-어,어미
-어라,어미
-어,어미
-어,어미
-어다,어미
-억,어미
-억,접사
-언,어미
-언,어미
-언,어미
-언,어미
-언,어미
-언,어미
-언다,어미
-언댄,어미
-언든,어미
-언마는,어미
-언마,어미
-언마,어미
-언마,어미
-언마,어미
-언만,어미
-언정,어미
-얼,어미
-엄,접사
-엄,접사
-엄,접사
-엄즉,어미
-엄직,어미
-업,접사
-업-,접사
-엇-,어미
-엇거니라,어미
-엇거든,어미
-엇고,어미
-엇논,어미
-엇다,어미
-엇니,어미
-엇니라,어미
-엇,어미
-었-,어미
-었었-,어미
-엉,어미
-엉게,어미
-엉근,어미
-엉은,어미
-에,어미
-에니,어미
-에라,어미
-에라,어미
-에셔,어미
-에요,어미
-에다,어미
-엣-,어미
-엣고,어미
-엣노니,어미
-엣다,어미
-엣다가,어미
-엣더니,어미
-엣더라,어미
-엣더시니,어미
-엣던,어미
-엣,어미
-엣다,접사
-여,어미
-여,접사
-여,어미
-여-,어미
-여근,어미
-여냐,어미
-여다,어미
-여다가,어미
-여도,어미
-여라,어미
-여리아,어미
-여서,어미
-여셔,어미
-여셔,어미
-여쇼매,어미
-여슈라,어미
-여심으로,어미
-여야,어미
-여야만,어미
-여야지,어미
-여야지,어미
-여요,어미
-여지이다,어미
-여다,어미
-연,어미
-연,접사
-연게,어미
-연만,어미
-연에,어미
-연하다,접사
-염즉,어미
-염직,어미
-엽-,접사
-엿-,어미
-였-,어미
-였었-,어미
-였자,어미
-영,어미
-영근,어미
-예니라,어미
-예라,어미
-예다,어미
-옛-,어미
-오,어미
-오,어미
-오,접사
-오-,어미
-오-,어미
-오-,접사
-오니,어미
-오니까,어미
-오도,어미
-오라,어미
-오라,어미
-오라,어미
-오레,어미
-오려,어미
-오려,어미
-오려다,어미
-오련마,어미
-오롓다,어미
-오리까,어미
-오리니,어미
-오리다,어미
-오리라,어미
-오리이까,어미
-오리이다,어미
-오리다,어미
-오마,어미
-오셔,어미
-오소라,어미
-오시라,어미
-오이까,어미
-오이다,어미
-오져,어미
-오,어미
-오,어미
-오다,어미
-옥,어미
-온,어미
-온,어미
-온가,어미
-올뎐,어미
-올뎬,어미
-올디니,어미
-올디니라,어미
-올디라,어미
-올디로다,어미
-올디어다,어미
-올뗸,어미
-올띠니,어미
-올띠니다,어미
-올띠라,어미
-올습니다,어미
-올시다,어미
-옴새,어미
-옵,어미
-옵-,어미
-옵-,어미
-옵나이까,어미
-옵나이다,어미
-옵니까,어미
-옵니다,어미
-옵디까,어미
-옵디다,어미
-옵소서,어미
-옵솝거니와,어미
-옵시-,어미
-옷,어미
-옹,접사
-와,어미
-와,어미
-와,어미
-와댜,어미
-와뎌,어미
-와라,어미
-와여,어미
-와다,어미
-완쟈,어미
-완,어미
-왇-,어미
-왕,접사
-외,어미
-외다,어미
-외러니,어미
-요,어미
-요-,어미
-요니,어미
-요라,어미
-요려,어미
-요리,어미
-요리라,어미
-요매,어미
-요미,어미
-요미오,어미
-요,어미
-요,어미
-요,어미
-요다,어미
-욕,접사
-욘,어미
-욘디라,어미
-욜,어미
-욜뎬,어미
-욜디며,어미
-욜디어니와,어미
-욜셰라,어미
-욤,어미
-용,접사
-우,어미
-우,어미
-우-,접사
-우-,어미
-우-,접사
-우니,어미
-우다,어미
-우라,어미
-우려,어미
-우리니,어미
-우리라,어미
-우,어미
-우다,어미
-운,어미
-운디라,어미
-울,어미
-울디,어미
-울디니라,어미
-울딘댄,어미
-움,어미
-워다,어미
-워다레,어미
-워리,어미
-원,접사
-원,접사
-원,접사
-원다,어미
-웓-,어미
-월다,어미
-웨,어미
-웨다,어미
-웨다레,어미
-웬다,어미
-웰다,어미
-위,접사
-유,접사
-유-,어미
-유라,어미
-유려,어미
-유,어미
-윤,어미
-율,접사
-율,접사
-윰,어미
-으꺼마,어미
-으께,어미
-으나,어미
-으나따나,어미
-으나마,어미
-으난,어미
-으냐,어미
-으냐고,어미
-으냐고,어미
-으냐네,
